State,County,Value,Gender,Race/Ethnicity,Lat,Lng,Fast Food Count
CO,Bent County,292.8,Overall,Overall,37.949309,-103.056262,1
NE,Red Willow County,292.6,Overall,Overall,40.169475,-100.47246,17
NE,Phelps County,292.5,Overall,Overall,40.504227,-99.410794,20
UT,Duchesne County,292.5,Overall,Overall,40.299687,-110.421385,11
NE,Douglas County,292.3,Overall,Overall,41.296387,-96.160951,20
MN,Le Sueur County,292.3,Overall,Overall,44.373718,-93.736032,20
NE,Washington County,292.2,Overall,Overall,41.533013,-96.219392,20
MO,Clay County,292.1,Overall,Overall,39.309107,-94.428912,20
MD,Talbot County,292.0,Overall,Overall,38.775127,-76.074334,20
CA,Imperial County,292.0,Overall,Overall,33.041824,-115.364568,20
CT,Hartford County,291.8,Overall,Overall,41.805257,-72.732819,20
SD,Clark County,291.7,Overall,Overall,44.859435,-97.735138,1
SD,Codington County,291.7,Overall,Overall,44.978771,-97.193726,20
NE,Dodge County,291.7,Overall,Overall,41.579827,-96.647725,20
VA,Lexington City,291.7,Overall,Overall,37.78475,-79.448332,20
OR,Wallowa County,291.7,Overall,Overall,45.5779,-117.183234,20
UT,Wasatch County,291.5,Overall,Overall,40.328713,-111.163087,15
MI,Manistee County,291.4,Overall,Overall,44.338425,-86.059219,11
VA,Winchester City,291.3,Overall,Overall,39.173602,-78.171183,20
WI,Richland County,291.2,Overall,Overall,43.378192,-90.429735,12
ID,Boundary County,291.1,Overall,Overall,48.766324,-116.470495,6
WA,Whitman County,291.1,Overall,Overall,46.897291,-117.524841,3
CO,Saguache County,291.1,Overall,Overall,38.078396,-106.278369,18
MT,Mineral County,291.1,Overall,Overall,47.139299,-114.999369,14
ID,Clearwater County,291.0,Overall,Overall,46.666401,-115.660063,10
ND,Mountrail County,291.0,Overall,Overall,48.204219,-102.356535,0
NY,Monroe County,290.9,Overall,Overall,43.146649,-77.691631,20
FL,Florida,290.9,Overall,Overall,28.6588,-82.497,20
WI,Jefferson County,290.7,Overall,Overall,43.021554,-88.774687,20
NH,Sullivan County,290.7,Overall,Overall,43.359388,-72.222488,20
AZ,Gila County,290.6,Overall,Overall,33.804838,-110.80672,0
MT,Beaverhead County,290.6,Overall,Overall,45.126069,-112.895181,5
IA,Emmet County,290.5,Overall,Overall,43.37597,-94.687903,19
MT,Missoula County,290.5,Overall,Overall,47.030125,-113.929115,20
NM,Grant County,290.4,Overall,Overall,32.741383,-108.375416,20
NY,Westchester County,290.4,Overall,Overall,41.166326,-73.756643,20
FL,Orange County,290.3,Overall,Overall,28.510737,-81.324829,20
MA,Hampshire County,290.2,Overall,Overall,42.339412,-72.663762,20
CT,Tolland County,290.2,Overall,Overall,41.850468,-72.337217,20
NH,Cheshire County,290.1,Overall,Overall,42.919174,-72.249172,19
AK,Southeast Fairbanks,290.0,Overall,Overall,63.867414,-143.22069,0
MA,Franklin County,289.7,Overall,Overall,42.581073,-72.585851,20
MN,Otter Tail County,289.7,Overall,Overall,46.407292,-95.710058,20
WI,Outagamie County,289.6,Overall,Overall,44.416827,-88.458443,20
KS,Harper County,289.6,Overall,Overall,37.189367,-98.074426,2
SD,Lake County,289.6,Overall,Overall,44.019864,-97.132927,20
MO,Boone County,289.5,Overall,Overall,38.991797,-92.314224,20
IA,Bremer County,289.5,Overall,Overall,42.777226,-92.322618,20
PA,Lehigh County,289.5,Overall,Overall,40.613104,-75.598059,20
NH,Merrimack County,289.5,Overall,Overall,43.298593,-71.683702,20
CT,New London County,289.4,Overall,Overall,41.482454,-72.101326,20
VA,Powhatan County,289.3,Overall,Overall,37.551959,-77.926622,20
NE,Boone County,289.2,Overall,Overall,41.705231,-98.063334,4
FL,Broward County,289.2,Overall,Overall,26.151212,-80.491447,20
ND,Golden Valley County,289.1,Overall,Overall,46.939174,-103.848721,7
NE,Richardson County,289.1,Overall,Overall,40.121981,-95.709029,20
TX,San Saba County,289.1,Overall,Overall,31.158407,-98.817279,9
NE,Seward County,289.1,Overall,Overall,40.872445,-97.133596,20
MT,Musselshell County,289.1,Overall,Overall,46.495589,-108.402158,2
CT,New Haven County,289.1,Overall,Overall,41.40982,-72.932986,20
WI,Langlade County,289.0,Overall,Overall,45.263992,-89.064695,20
WI,Polk County,289.0,Overall,Overall,45.464345,-92.441533,12
MA,Worcester County,289.0,Overall,Overall,42.347911,-71.907684,20
KS,Pawnee County,288.9,Overall,Overall,38.175555,-99.235401,6
IA,Madison County,288.9,Overall,Overall,41.334159,-94.024822,20
VA,Charlottesville City,288.9,Overall,Overall,38.034978,-78.484645,20
ND,Logan County,288.9,Overall,Overall,46.461232,-99.480327,5
KS,Saline County,288.7,Overall,Overall,38.77653,-97.644509,20
NH,New Hampshire,288.6,Overall,Overall,43.6834,-71.5794,20
KS,Seward County,288.5,Overall,Overall,37.191577,-100.855934,20
NC,Pender County,288.5,Overall,Overall,34.528344,-77.915837,20
SD,Kingsbury County,288.4,Overall,Overall,44.369126,-97.494135,9
IA,Winnebago County,288.3,Overall,Overall,43.375754,-93.73907,20
KS,Marshall County,288.3,Overall,Overall,39.778242,-96.520007,13
NE,Nebraska,288.3,Overall,Overall,41.5228,-99.8085,6
VT,Grand Isle County,288.2,Overall,Overall,44.794093,-73.29139,20
WA,Stevens County,288.1,Overall,Overall,48.396264,-117.856276,20
IL,Stephenson County,288.1,Overall,Overall,42.349872,-89.663254,20
VA,Augusta County,288.0,Overall,Overall,38.164715,-79.129386,20
KS,Gray County,288.0,Overall,Overall,37.732229,-100.429316,7
KY,Woodford County,287.8,Overall,Overall,38.04343,-84.756301,20
KS,Grant County,287.8,Overall,Overall,37.558602,-101.30129,8
WA,Mason County,287.7,Overall,Overall,47.359071,-123.212778,20
FL,Lake County,287.7,Overall,Overall,28.766819,-81.704198,20
CO,Mesa County,287.6,Overall,Overall,39.014894,-108.465194,20
CO,Teller County,287.4,Overall,Overall,38.879237,-105.153042,16
MN,Goodhue County,287.4,Overall,Overall,44.410631,-92.72419,20
IA,Clay County,287.4,Overall,Overall,43.082198,-95.159887,20
NY,Livingston County,287.3,Overall,Overall,42.73145,-77.774962,20
IN,Warrick County,287.2,Overall,Overall,38.093011,-87.280543,20
IL,DeKalb County,287.2,Overall,Overall,41.894898,-88.775575,20
MT,Yellowstone County,287.1,Overall,Overall,45.936964,-108.274542,20
MN,Traverse County,287.1,Overall,Overall,45.772865,-96.473679,3
ND,Williams County,286.9,Overall,Overall,48.349828,-103.482078,20
NJ,Morris County,286.8,Overall,Overall,40.853382,-74.545925,20
GA,Towns County,286.7,Overall,Overall,34.915843,-83.740229,20
VA,Madison County,286.7,Overall,Overall,38.415192,-78.282726,20
CT,Middlesex County,286.7,Overall,Overall,41.465995,-72.535443,20
MN,Grant County,286.5,Overall,Overall,45.933668,-96.013083,20
NE,Sarpy County,286.5,Overall,Overall,41.115619,-96.107903,1
TX,Rockwall County,286.4,Overall,Overall,32.905425,-96.406299,20
CA,Alpine County,286.3,Overall,Overall,38.596494,-119.817775,4
ID,Oneida County,286.2,Overall,Overall,42.194391,-112.529944,11
CT,Connecticut,285.9,Overall,Overall,41.6179,-72.7254,20
SD,Custer County,285.9,Overall,Overall,43.676301,-103.452939,11
ID,Butte County,285.8,Overall,Overall,43.718267,-113.160446,6
NC,Granville County,285.7,Overall,Overall,36.300753,-78.655485,20
SD,Roberts County,285.6,Overall,Overall,45.633495,-96.951299,8
NH,Hillsborough County,285.6,Overall,Overall,42.913056,-71.713622,20
KY,Jessamine County,285.6,Overall,Overall,37.871123,-84.592756,20
NE,Dundy County,285.5,Overall,Overall,40.171756,-101.686031,1
NE,Saunders County,285.4,Overall,Overall,41.227314,-96.635199,20
IA,Johnson County,285.3,Overall,Overall,41.668732,-91.59111,20
ID,Minidoka County,285.2,Overall,Overall,42.844878,-113.631281,20
UT,Rich County,285.1,Overall,Overall,41.633186,-111.238621,4
MA,Barnstable County,285.0,Overall,Overall,41.728449,-70.299466,20
ND,Ward County,284.9,Overall,Overall,48.224505,-101.541935,20
ND,North Dakota,284.9,Overall,Overall,47.4471,-100.47,2
IA,Hamilton County,284.8,Overall,Overall,42.383557,-93.712764,9
NY,Tompkins County,284.8,Overall,Overall,42.453967,-76.47389,20
MT,Powell County,284.6,Overall,Overall,46.858434,-112.941617,6
CA,California,284.6,Overall,Overall,37.2414,-119.601,14
ND,Slope County,284.5,Overall,Overall,46.446946,-103.457911,1
MT,Daniels County,284.5,Overall,Overall,48.788486,-105.550684,8
SD,Meade County,284.4,Overall,Overall,44.572171,-102.716961,0
MN,Polk County,284.4,Overall,Overall,47.776104,-96.399872,5
NE,Sherman County,284.3,Overall,Overall,41.218189,-98.968366,0
TX,Sterling County,284.0,Overall,Overall,31.833036,-101.051409,1
NE,Gosper County,284.0,Overall,Overall,40.503835,-99.827381,14
GA,Rockdale County,283.9,Overall,Overall,33.656331,-84.022149,20
NE,Blaine County,283.8,Overall,Overall,41.9088,-99.972682,1
OR,Columbia County,283.8,Overall,Overall,45.938519,-123.08902,20
IA,Lyon County,283.8,Overall,Overall,43.381024,-96.214588,19
KS,Lincoln County,283.8,Overall,Overall,39.036891,-98.206754,3
SD,Pennington County,283.7,Overall,Overall,44.00675,-102.831443,12
NE,Pawnee County,283.7,Overall,Overall,40.128805,-96.226058,20
GA,Habersham County,283.5,Overall,Overall,34.62748,-83.532079,20
TX,Walker County,283.5,Overall,Overall,30.747205,-95.574661,20
FL,St. Lucie County,283.5,Overall,Overall,27.378926,-80.48859,20
CA,Mono County,283.4,Overall,Overall,37.933321,-118.882552,20
CO,Denver County,283.3,Overall,Overall,39.759723,-104.873506,20
MT,Judith Basin County,283.3,Overall,Overall,47.046711,-110.269112,3
SD,Grant County,283.3,Overall,Overall,45.172964,-96.770384,20
GA,White County,283.2,Overall,Overall,34.64322,-83.747028,20
ME,Lincoln County,282.9,Overall,Overall,44.086259,-69.532563,20
SD,Minnehaha County,282.9,Overall,Overall,43.674101,-96.792533,20
VA,Chesterfield County,282.8,Overall,Overall,37.380552,-77.592495,10
ID,Caribou County,282.8,Overall,Overall,42.772298,-111.559668,20
WI,Lafayette County,282.8,Overall,Overall,42.659728,-90.128406,20
NE,Keith County,282.7,Overall,Overall,41.194666,-101.655311,17
GA,Cherokee County,282.7,Overall,Overall,34.249463,-84.474399,20
CO,Montrose County,282.7,Overall,Overall,38.402123,-108.26666,20
NE,Hitchcock County,282.6,Overall,Overall,40.172158,-101.037854,17
TX,Willacy County,282.6,Overall,Overall,26.471276,-97.682383,20
MN,Fillmore County,282.6,Overall,Overall,43.67102,-92.089896,14
NM,Colfax County,282.6,Overall,Overall,36.608457,-104.633433,20
WA,Benton County,282.5,Overall,Overall,46.236546,-119.514267,20
WA,Lincoln County,282.5,Overall,Overall,47.573328,-118.419292,7
SD,Haakon County,282.5,Overall,Overall,44.295536,-101.540457,2
MI,Washtenaw County,282.4,Overall,Overall,42.257837,-83.843794,20
TX,Hidalgo County,282.3,Overall,Overall,26.401894,-98.191207,20
NH,Strafford County,282.2,Overall,Overall,43.297874,-71.031362,20
TX,Webb County,282.1,Overall,Overall,27.762264,-99.337447,20
KS,Hodgeman County,282.0,Overall,Overall,38.078012,-99.894095,11
SD,Brookings County,282.0,Overall,Overall,44.367887,-96.796406,20
CO,Kiowa County,282.0,Overall,Overall,38.427636,-102.734264,3
MN,Itasca County,281.9,Overall,Overall,47.510559,-93.635551,20
NE,Buffalo County,281.7,Overall,Overall,40.851757,-99.068249,20
CO,Montezuma County,281.6,Overall,Overall,37.340387,-108.602246,17
NH,Rockingham County,281.6,Overall,Overall,42.983477,-71.136003,20
NC,Forsyth County,281.4,Overall,Overall,36.126047,-80.249477,20
AZ,Graham County,281.3,Overall,Overall,32.941806,-109.888929,20
WA,Kittitas County,281.2,Overall,Overall,47.119922,-120.678034,20
MI,Benzie County,281.1,Overall,Overall,44.639587,-86.019484,20
ND,McLean County,281.0,Overall,Overall,47.611349,-101.321506,8
SD,Day County,280.9,Overall,Overall,45.369538,-97.61064,7
KY,Fayette County,280.9,Overall,Overall,38.037997,-84.468142,20
UT,Summit County,280.8,Overall,Overall,40.866929,-110.953949,4
GA,Hall County,280.7,Overall,Overall,34.318744,-83.816851,20
AK,Alaska,280.7,Overall,Overall,64.3173,-152.571,0
TN,Loudon County,280.7,Overall,Overall,35.739964,-84.307194,20
FL,Gilchrist County,280.7,Overall,Overall,29.732623,-82.79343,20
HI,Hawaii County,280.6,Overall,Overall,19.599934,-155.506501,4
NM,Hidalgo County,280.6,Overall,Overall,31.925879,-108.713195,0
NY,New York County,280.4,Overall,Overall,40.805299,-73.948191,20
SD,Lyman County,280.4,Overall,Overall,43.901119,-99.851595,1
FL,Hernando County,280.3,Overall,Overall,28.550519,-82.418963,20
OR,Clatsop County,280.2,Overall,Overall,45.978102,-123.655713,0
FL,Monroe County,280.2,Overall,Overall,25.491043,-80.990432,5
TX,Zapata County,280.2,Overall,Overall,27.000684,-99.174828,20
ND,Sargent County,280.1,Overall,Overall,46.105122,-97.634567,3
MN,Wadena County,280.1,Overall,Overall,46.586005,-94.975282,10
ID,Bonner County,280.1,Overall,Overall,48.293303,-116.600111,20
NC,Davie County,280.0,Overall,Overall,35.925235,-80.542652,20
MN,Roseau County,279.8,Overall,Overall,48.77774,-95.812154,13
SD,Beadle County,279.8,Overall,Overall,44.41369,-98.281257,20
NE,Polk County,279.7,Overall,Overall,41.184283,-97.564787,17
IA,Mills County,279.5,Overall,Overall,41.036179,-95.625651,20
WA,Klickitat County,279.5,Overall,Overall,45.870703,-120.786375,1
NM,New Mexico,279.5,Overall,Overall,34.4228,-106.102,20
TX,Cameron County,279.4,Overall,Overall,26.133588,-97.544803,20
SD,Brown County,279.3,Overall,Overall,45.590615,-98.357382,20
SC,Charleston County,279.3,Overall,Overall,32.834098,-79.954098,20
NH,Grafton County,279.3,Overall,Overall,43.935226,-71.823308,18
IA,Osceola County,279.2,Overall,Overall,43.377203,-95.632236,13
NM,Valencia County,279.2,Overall,Overall,34.724045,-106.808201,20
VT,Essex County,279.2,Overall,Overall,44.724989,-71.739877,19
PA,Union County,279.1,Overall,Overall,40.964046,-77.066607,20
NC,Polk County,279.0,Overall,Overall,35.275619,-82.170022,20
KS,Stanton County,279.0,Overall,Overall,37.560489,-101.781913,2
ND,McHenry County,278.9,Overall,Overall,48.236751,-100.637752,20
FL,Leon County,278.9,Overall,Overall,30.462683,-84.279454,20
MN,Jackson County,278.9,Overall,Overall,43.67263,-95.15923,2
VA,Buena Vista City,278.8,Overall,Overall,37.721718,-79.355611,20
OR,Crook County,278.8,Overall,Overall,44.135554,-120.355828,1
VA,Prince George County,278.6,Overall,Overall,37.188338,-77.22427,20
SD,Moody County,278.6,Overall,Overall,44.021722,-96.674643,20
ID,Custer County,278.6,Overall,Overall,44.231652,-114.27438,2
ND,Billings County,278.5,Overall,Overall,47.02569,-103.379362,10
NE,Kimball County,278.4,Overall,Overall,41.195485,-103.715352,10
WI,Burnett County,278.4,Overall,Overall,45.864503,-92.362459,7
ND,Bottineau County,278.3,Overall,Overall,48.792196,-100.835962,5
IN,Monroe County,278.2,Overall,Overall,39.159631,-86.53911,20
IA,Woodbury County,278.2,Overall,Overall,42.390458,-96.05177,20
IL,Menard County,278.1,Overall,Overall,40.032255,-89.803812,20
MT,Glacier County,278.0,Overall,Overall,48.702605,-112.999026,11
WI,Dunn County,278.0,Overall,Overall,44.946921,-91.899383,20
OR,Sherman County,277.9,Overall,Overall,45.397808,-120.68613,4
MN,Faribault County,277.8,Overall,Overall,43.674108,-93.947723,8
NJ,Bergen County,277.7,Overall,Overall,40.953852,-74.071319,20
NE,Cherry County,277.7,Overall,Overall,42.536293,-101.11956,0
MN,Cottonwood County,277.7,Overall,Overall,44.006472,-95.187266,6
WI,Washington County,277.7,Overall,Overall,43.371402,-88.225439,20
NE,Hall County,277.6,Overall,Overall,40.868725,-98.498027,20
KS,Cheyenne County,277.5,Overall,Overall,39.782553,-101.728674,6
ND,Mercer County,277.5,Overall,Overall,47.308834,-101.839611,8
NC,Buncombe County,277.2,Overall,Overall,35.607613,-82.526366,8
ND,Burke County,277.2,Overall,Overall,48.794384,-102.51643,20
SD,Deuel County,277.1,Overall,Overall,44.757328,-96.672504,20
NE,Chase County,277.1,Overall,Overall,40.520804,-101.694689,4
MN,Big Stone County,277.0,Overall,Overall,45.427142,-96.419691,13
MT,Granite County,277.0,Overall,Overall,46.401262,-113.439793,3
NE,Colfax County,276.9,Overall,Overall,41.573147,-97.082708,20
NM,Catron County,276.8,Overall,Overall,33.920315,-108.403622,2
PA,Montgomery County,276.7,Overall,Overall,40.209001,-75.371207,20
MN,Rock County,276.7,Overall,Overall,43.674067,-96.259477,16
KS,Kearny County,276.7,Overall,Overall,37.992773,-101.314633,4
OR,Douglas County,276.6,Overall,Overall,43.274613,-123.167092,20
MN,Wabasha County,276.6,Overall,Overall,44.284918,-92.231816,20
ID,Clark County,276.6,Overall,Overall,44.278801,-112.340216,0
NE,Cass County,276.4,Overall,Overall,40.91487,-96.140472,20
IA,Scott County,276.2,Overall,Overall,41.637571,-90.624373,20
SD,Marshall County,275.9,Overall,Overall,45.756457,-97.600219,20
NE,Dakota County,275.9,Overall,Overall,42.392719,-96.567918,3
ME,Knox County,275.8,Overall,Overall,44.165721,-69.226414,15
MT,Pondera County,275.7,Overall,Overall,48.220976,-112.234509,11
VA,Rockbridge County,275.6,Overall,Overall,37.816344,-79.446545,20
WA,Thurston County,275.5,Overall,Overall,46.905094,-122.827403,20
OR,Josephine County,275.3,Overall,Overall,42.36002,-123.554896,20
OR,Lake County,275.3,Overall,Overall,42.785847,-120.383313,1
SD,Lawrence County,275.2,Overall,Overall,44.364714,-103.794737,20
GA,Oconee County,275.1,Overall,Overall,33.833529,-83.43575,20
WA,Okanogan County,275.1,Overall,Overall,48.55019,-119.741833,20
NE,Gage County,275.0,Overall,Overall,40.260535,-96.680213,20
NE,Perkins County,275.0,Overall,Overall,40.848479,-101.645331,13
AZ,Yavapai County,275.0,Overall,Overall,34.608704,-112.54524,13
VA,Manassas City,274.9,Overall,Overall,38.745312,-77.483408,20
NE,Nemaha County,274.9,Overall,Overall,40.391921,-95.847666,20
KS,Ness County,274.9,Overall,Overall,38.471087,-99.911265,3
PR,Coamo Municipio,274.9,Overall,Overall,18.095388,-66.360077,20
MA,Dukes County,274.8,Overall,Overall,41.382239,-70.645265,20
NC,Henderson County,274.8,Overall,Overall,35.336615,-82.475972,20
AK,Kodiak Island,274.8,Overall,Overall,57.715045,-153.83609,0
NC,Watauga County,274.7,Overall,Overall,36.224488,-81.690604,20
ID,Ada County,274.5,Overall,Overall,43.443315,-116.233977,20
TX,Burnet County,274.5,Overall,Overall,30.797542,-98.182888,20
OR,Multnomah County,274.4,Overall,Overall,45.540684,-122.410819,20
VA,Gloucester County,274.4,Overall,Overall,37.436938,-76.542591,20
ID,Jefferson County,274.3,Overall,Overall,43.815095,-112.297786,13
VT,Lamoille County,274.2,Overall,Overall,44.604044,-72.641171,2
OR,Morrow County,274.2,Overall,Overall,45.410782,-119.583114,12
ID,Lincoln County,274.0,Overall,Overall,42.996851,-114.130848,10
WA,Clallam County,273.9,Overall,Overall,48.045561,-123.930895,1
AZ,Navajo County,273.9,Overall,Overall,35.402039,-110.312101,16
OR,Umatilla County,273.9,Overall,Overall,45.587976,-118.735808,2
TN,Williamson County,273.7,Overall,Overall,35.898314,-86.895185,20
OR,Gilliam County,273.6,Overall,Overall,45.373136,-120.207428,4
ME,Oxford County,273.6,Overall,Overall,44.500309,-70.755107,14
VA,Rappahannock County,273.5,Overall,Overall,38.685175,-78.159592,2
KS,Wallace County,273.5,Overall,Overall,38.911684,-101.762184,20
WA,Douglas County,273.4,Overall,Overall,47.737658,-119.684774,20
CA,Napa County,273.4,Overall,Overall,38.508289,-122.327344,9
CO,Yuma County,273.3,Overall,Overall,39.997661,-102.422918,14
PA,Bucks County,273.3,Overall,Overall,40.33405,-75.109756,20
WI,Iowa County,273.3,Overall,Overall,43.001148,-90.132186,20
MA,Nantucket County,272.8,Overall,Overall,41.28245,-70.062242,5
FL,Flagler County,272.7,Overall,Overall,29.458065,-81.316023,20
ID,Cassia County,272.5,Overall,Overall,42.281749,-113.589778,20
SD,Perkins County,272.4,Overall,Overall,45.490853,-102.480393,1
IA,Cherokee County,272.4,Overall,Overall,42.739804,-95.634262,20
KS,Haskell County,272.4,Overall,Overall,37.561337,-100.863162,12
GA,Cobb County,272.4,Overall,Overall,33.948335,-84.570761,0
FL,DeSoto County,272.4,Overall,Overall,27.184187,-81.808571,20
AZ,Apache County,272.3,Overall,Overall,35.395508,-109.48545,2
MN,Lac qui Parle County,272.2,Overall,Overall,44.996177,-96.178075,14
ID,Latah County,272.1,Overall,Overall,46.807008,-116.712233,20
MN,Lake of the Woods County,271.9,Overall,Overall,48.771183,-94.903409,17
MO,Platte County,271.8,Overall,Overall,39.383751,-94.780561,20
NE,Hamilton County,271.7,Overall,Overall,40.873232,-98.016013,20
MT,Wibaux County,271.6,Overall,Overall,46.970395,-104.249009,13
GA,Fayette County,271.5,Overall,Overall,33.416638,-84.480353,20
NE,Dawson County,271.4,Overall,Overall,40.865011,-99.806957,20
KS,Clay County,271.4,Overall,Overall,39.344114,-97.157022,13
NE,Platte County,271.1,Overall,Overall,41.56719,-97.51797,20
WA,Pend Oreille County,270.9,Overall,Overall,48.533154,-117.274482,6
NE,Custer County,270.8,Overall,Overall,41.391962,-99.72041,3
ND,Traill County,270.8,Overall,Overall,47.457942,-97.163491,20
MA,Essex County,270.8,Overall,Overall,42.66825,-70.947877,12
MN,Marshall County,270.7,Overall,Overall,48.357801,-96.361284,9
AZ,Pima County,270.7,Overall,Overall,32.1062,-111.792469,0
NE,Howard County,270.7,Overall,Overall,41.216039,-98.512935,20
WA,Clark County,270.5,Overall,Overall,45.774857,-122.481153,20
MA,Massachusetts,270.4,Overall,Overall,42.2573,-71.8024,20
OR,Union County,270.4,Overall,Overall,45.299589,-118.006692,20
SD,Spink County,270.4,Overall,Overall,44.940799,-98.350744,5
MT,Flathead County,270.4,Overall,Overall,48.290325,-114.05535,20
SD,Hand County,270.3,Overall,Overall,44.545912,-99.005663,4
MN,Pipestone County,270.3,Overall,Overall,44.023324,-96.262233,4
NV,Douglas County,270.2,Overall,Overall,38.905568,-119.608598,20
ID,Franklin County,269.9,Overall,Overall,42.182602,-111.806594,0
MN,Koochiching County,269.9,Overall,Overall,48.245741,-93.781741,13
VA,Culpeper County,269.8,Overall,Overall,38.484588,-77.95664,20
NC,Guilford County,269.7,Overall,Overall,36.072845,-79.781989,20
WV,Pendleton County,269.6,Overall,Overall,38.681359,-79.353372,4
VA,Virginia Beach City,269.6,Overall,Overall,36.75915,-76.062086,20
FL,Lee County,269.5,Overall,Overall,26.582309,-81.796885,20
VA,Southampton County,269.5,Overall,Overall,36.726669,-77.105675,20
OH,Delaware County,269.5,Overall,Overall,40.27916,-83.002617,20
FL,Manatee County,269.5,Overall,Overall,27.469165,-82.29681,20
IL,Lake County,269.4,Overall,Overall,42.321603,-88.003249,2
SD,Potter County,269.4,Overall,Overall,45.067043,-99.960414,20
VA,Fredericksburg City,269.2,Overall,Overall,38.287526,-77.473157,20
MN,Nobles County,268.9,Overall,Overall,43.672868,-95.759209,12
AZ,Arizona,268.7,Overall,Overall,34.2921,-111.664,20
WI,Douglas County,268.7,Overall,Overall,46.429894,-91.913803,17
KS,Douglas County,268.7,Overall,Overall,38.880189,-95.289901,20
VA,Orange County,268.5,Overall,Overall,38.246735,-78.017229,20
UT,Daggett County,268.4,Overall,Overall,40.888948,-109.50784,0
CA,Orange County,268.3,Overall,Overall,33.704545,-117.756775,20
CA,Yolo County,268.2,Overall,Overall,38.68661,-121.897776,20
CO,Baca County,268.1,Overall,Overall,37.315901,-102.554795,20
IA,Cedar County,268.1,Overall,Overall,41.771488,-91.134479,20
GA,Gwinnett County,268.1,Overall,Overall,33.963322,-84.022519,4
MN,Todd County,268.0,Overall,Overall,46.072133,-94.8971,9
TX,Llano County,268.0,Overall,Overall,30.710191,-98.681978,10
MN,Stevens County,267.9,Overall,Overall,45.584799,-96.002928,14
AK,Valdez-Cordova,267.9,Overall,Overall,61.536161,-144.339956,1
MN,Red Lake County,267.8,Overall,Overall,47.872451,-96.098265,20
PR,Jayuya Municipio,267.8,Overall,Overall,18.215172,-66.588097,20
SD,Edmunds County,267.7,Overall,Overall,45.423063,-99.220505,4
WA,Walla Walla County,267.7,Overall,Overall,46.230045,-118.475382,20
MT,Prairie County,267.6,Overall,Overall,46.861497,-105.380146,0
FL,Alachua County,267.5,Overall,Overall,29.676002,-82.353876,20
MT,Cascade County,267.5,Overall,Overall,47.30878,-111.350303,20
PR,Guanica Municipio,267.5,Overall,Overall,17.98344,-66.923839,20
WA,Washington,267.3,Overall,Overall,47.378,-120.428,20
TX,El Paso County,267.3,Overall,Overall,31.775248,-106.244989,20
NE,Greeley County,267.2,Overall,Overall,41.564873,-98.517547,3
IA,Winneshiek County,267.2,Overall,Overall,43.292319,-91.845015,15
WA,Spokane County,267.2,Overall,Overall,47.619329,-117.404952,20
VA,Spotsylvania County,267.1,Overall,Overall,38.188908,-77.658312,20
WI,Portage County,266.9,Overall,Overall,44.475242,-89.495997,20
ND,Renville County,266.9,Overall,Overall,48.721692,-101.659847,8
PR,Villalba Municipio,266.9,Overall,Overall,18.124551,-66.470661,20
OR,Marion County,266.9,Overall,Overall,44.899718,-122.589607,20
PR,Lares Municipio,266.8,Overall,Overall,18.267249,-66.861953,14
ND,Richland County,266.8,Overall,Overall,46.265086,-96.94886,20
NM,Cibola County,266.8,Overall,Overall,34.920168,-107.989224,20
MN,Becker County,266.7,Overall,Overall,46.935211,-95.677142,20
MN,Brown County,266.7,Overall,Overall,44.241251,-94.727129,20
WI,La Crosse County,266.6,Overall,Overall,43.90716,-91.117867,20
CT,Fairfield County,266.5,Overall,Overall,41.274732,-73.384499,20
PR,Arroyo Municipio,266.5,Overall,Overall,17.996454,-66.057079,20
OR,Lincoln County,266.5,Overall,Overall,44.637223,-123.870053,13
TX,Jeff Davis County,266.5,Overall,Overall,30.716808,-104.142495,4
OR,Hood River County,266.5,Overall,Overall,45.514876,-121.649301,20
MN,St. Louis County,266.4,Overall,Overall,47.605732,-92.470144,20
SD,Faulk County,266.3,Overall,Overall,45.070969,-99.149918,1
VA,Stafford County,266.2,Overall,Overall,38.421486,-77.459877,20
IA,Plymouth County,266.2,Overall,Overall,42.742756,-96.221176,20
MI,Grand Traverse County,266.1,Overall,Overall,44.658255,-85.561521,13
NE,Butler County,266.1,Overall,Overall,41.22397,-97.125646,20
IA,O'Brien County,266.1,Overall,Overall,43.085562,-95.634828,20
OR,Yamhill County,266.0,Overall,Overall,45.225927,-123.309159,20
NE,Merrick County,266.0,Overall,Overall,41.167099,-98.037359,20
ME,York County,266.0,Overall,Overall,43.485862,-70.711812,20
NJ,Hunterdon County,265.9,Overall,Overall,40.560655,-74.913855,20
CA,El Dorado County,265.8,Overall,Overall,38.775788,-120.518515,20
UT,Uintah County,265.7,Overall,Overall,40.122922,-109.515622,10
OR,Wasco County,265.6,Overall,Overall,45.156518,-121.167118,1
OR,Grant County,265.6,Overall,Overall,44.483875,-119.010227,1
NM,Bernalillo County,265.6,Overall,Overall,35.057583,-106.659158,20
IL,Champaign County,265.3,Overall,Overall,40.143076,-88.203154,3
WA,Columbia County,265.3,Overall,Overall,46.292602,-117.902539,20
MT,Teton County,265.3,Overall,Overall,47.834317,-112.249362,20
TX,Hudspeth County,265.0,Overall,Overall,31.458315,-105.390813,2
KS,Finney County,265.0,Overall,Overall,38.035595,-100.73283,20
MT,Ravalli County,264.9,Overall,Overall,46.072298,-114.119871,20
